ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
36217,Odisha,Cuttack,Locality_389,Villa,2,3021,0.15,2008,Unfurnished,14,13,17,3,8,Low,Yes,Yes,"Pool, Gym, Garden, Clubhouse",North,Builder,Under_Construction
187121,Uttar Pradesh,Noida,Locality_355,Villa,3,3834,0.09,2001,Semi-furnished,21,27,24,4,6,High,No,Yes,"Gym, Playground",East,Owner,Ready_to_Move
37284,Assam,Guwahati,Locality_325,Villa,2,3364,0.12,2006,Unfurnished,10,28,19,3,6,Medium,Yes,Yes,"Gym, Pool",West,Owner,Ready_to_Move
15273,Maharashtra,Nagpur,Locality_142,Villa,5,2743,0.16,2000,Unfurnished,26,16,25,4,5,Low,Yes,Yes,"Gym, Clubhouse, Garden",East,Broker,Under_Construction
86251,Odisha,Cuttack,Locality_147,Independent House,3,3346,0.1,1993,Unfurnished,13,26,32,1,1,Low,Yes,Yes,"Gym, Pool, Clubhouse, Garden",East,Owner,Under_Construction
45340,Chhattisgarh,Raipur,Locality_235,Villa,2,3822,0.1,2018,Semi-furnished,12,24,7,3,10,High,No,No,"Garden, Gym, Playground, Pool, Clubhouse",East,Owner,Ready_to_Move
236644,Kerala,Kochi,Locality_5,Independent House,1,1563,0.07,2009,Furnished,3,7,16,9,10,High,No,No,"Pool, Garden",West,Builder,Under_Construction
243562,Andhra Pradesh,Vishakhapatnam,Locality_72,Apartment,3,3841,0.06,2014,Semi-furnished,21,20,11,1,7,Low,Yes,Yes,Clubhouse,East,Broker,Under_Construction
215496,Madhya Pradesh,Bhopal,Locality_440,Villa,3,4751,0.08,2012,Unfurnished,19,26,13,8,8,High,No,Yes,"Garden, Playground, Gym, Clubhouse, Pool",West,Builder,Ready_to_Move
237151,Kerala,Kochi,Locality_287,Apartment,4,3764,0.08,2000,Furnished,18,22,25,9,8,Low,Yes,Yes,Gym,West,Builder,Under_Construction
155185,Telangana,Hyderabad,Locality_143,Independent House,2,1804,0.2,2018,Furnished,24,5,7,4,5,Medium,Yes,Yes,"Gym, Playground",South,Broker,Under_Construction
187249,Kerala,Kochi,Locality_179,Villa,1,4953,0.09,1994,Furnished,7,16,31,1,1,Medium,Yes,No,Gym,South,Owner,Ready_to_Move
157929,Karnataka,Mysore,Locality_437,Apartment,1,3922,0.07,2014,Furnished,9,23,11,9,6,Medium,No,Yes,"Pool, Playground, Gym",East,Broker,Ready_to_Move
134936,West Bengal,Kolkata,Locality_450,Independent House,3,1571,0.22,2009,Unfurnished,21,28,16,1,2,High,No,Yes,"Garden, Gym",South,Owner,Ready_to_Move
62171,Haryana,Gurgaon,Locality_329,Apartment,5,4043,0.12,1990,Furnished,13,17,35,5,2,High,No,Yes,Gym,South,Owner,Under_Construction
55182,Assam,Guwahati,Locality_128,Villa,4,2435,0.14,2008,Furnished,14,1,17,3,5,Medium,Yes,No,Playground,West,Builder,Ready_to_Move
118,Gujarat,Surat,Locality_111,Independent House,5,2947,0.14,2007,Furnished,28,24,18,5,3,Medium,Yes,No,"Garden, Gym, Pool",South,Broker,Under_Construction
11547,Maharashtra,Mumbai,Locality_457,Villa,5,4929,0.08,2020,Semi-furnished,25,16,5,5,8,High,Yes,No,"Playground, Gym, Pool, Clubhouse, Garden",South,Builder,Ready_to_Move
202034,Tamil Nadu,Coimbatore,Locality_392,Independent House,4,1497,0.18,2005,Unfurnished,13,1,20,8,10,High,Yes,Yes,Gym,South,Broker,Ready_to_Move
127415,Gujarat,Ahmedabad,Locality_332,Apartment,1,2800,0.17,2003,Semi-furnished,17,29,22,8,4,Medium,Yes,Yes,Pool,East,Broker,Under_Construction
56138,Chhattisgarh,Raipur,Locality_235,Apartment,3,3244,0.11,2007,Furnished,1,5,18,6,9,Medium,No,No,"Gym, Clubhouse, Garden, Pool",East,Broker,Under_Construction
108063,Bihar,Patna,Locality_47,Villa,1,2205,0.07,1991,Semi-furnished,0,20,34,8,9,Low,Yes,No,"Playground, Garden, Clubhouse, Pool",East,Owner,Under_Construction
126808,Andhra Pradesh,Vijayawada,Locality_107,Apartment,4,4360,0.08,2019,Furnished,6,5,6,8,8,High,No,Yes,"Pool, Gym, Garden, Clubhouse",South,Builder,Under_Construction
215902,Madhya Pradesh,Indore,Locality_462,Independent House,5,4900,0.07,1991,Unfurnished,20,2,34,4,3,Medium,Yes,No,Pool,South,Owner,Ready_to_Move
73123,Madhya Pradesh,Bhopal,Locality_433,Villa,5,3075,0.01,1993,Furnished,19,24,32,10,3,Low,Yes,Yes,Pool,West,Builder,Under_Construction
197599,West Bengal,Durgapur,Locality_100,Villa,5,3522,0.09,2000,Unfurnished,28,1,25,1,1,Medium,No,No,"Garden, Gym, Playground",West,Builder,Ready_to_Move
30158,Maharashtra,Mumbai,Locality_316,Independent House,2,4471,0.04,2007,Semi-furnished,15,28,18,5,2,Low,No,No,"Pool, Playground, Clubhouse",West,Owner,Ready_to_Move
133699,Jharkhand,Ranchi,Locality_491,Independent House,4,4179,0.02,2014,Furnished,4,21,11,2,8,Medium,No,Yes,"Garden, Gym",West,Builder,Under_Construction
48289,Delhi,Dwarka,Locality_493,Independent House,4,3829,0.08,1999,Furnished,13,10,26,10,9,High,Yes,No,"Garden, Clubhouse",West,Builder,Under_Construction
79599,Odisha,Cuttack,Locality_41,Independent House,3,1626,0.13,1997,Semi-furnished,7,16,28,6,9,High,Yes,Yes,"Clubhouse, Playground, Garden, Gym",East,Owner,Under_Construction
195562,Gujarat,Surat,Locality_232,Apartment,1,2660,0.16,2018,Semi-furnished,27,26,7,7,5,Medium,Yes,Yes,"Playground, Clubhouse, Gym, Pool",North,Broker,Ready_to_Move
200804,Chhattisgarh,Bilaspur,Locality_228,Apartment,3,2349,0.01,1993,Furnished,17,8,32,5,4,Low,Yes,No,"Playground, Clubhouse, Pool",South,Broker,Under_Construction
197738,Maharashtra,Mumbai,Locality_174,Independent House,4,2332,0.12,2019,Unfurnished,1,12,6,1,5,Low,Yes,Yes,"Clubhouse, Playground",East,Owner,Ready_to_Move
181213,Uttar Pradesh,Lucknow,Locality_148,Apartment,4,1377,0.13,2010,Furnished,21,11,15,10,10,High,Yes,No,"Playground, Pool, Garden, Clubhouse",East,Owner,Under_Construction
29209,Uttarakhand,Dehradun,Locality_443,Villa,1,4858,0.09,2007,Unfurnished,18,13,18,7,4,Low,No,No,"Garden, Clubhouse, Playground, Gym, Pool",West,Builder,Under_Construction
34791,Chhattisgarh,Bilaspur,Locality_316,Apartment,4,1186,0.15,2008,Unfurnished,30,5,17,6,4,High,No,Yes,"Clubhouse, Pool",South,Owner,Ready_to_Move
124864,Odisha,Cuttack,Locality_208,Apartment,1,3945,0.07,2015,Furnished,12,12,10,4,8,Medium,Yes,No,"Gym, Clubhouse",West,Owner,Under_Construction
238482,Tamil Nadu,Chennai,Locality_398,Apartment,1,3899,0.06,2000,Semi-furnished,19,6,25,8,3,Medium,No,Yes,"Pool, Gym, Clubhouse",South,Builder,Under_Construction
716,Rajasthan,Jaipur,Locality_293,Villa,3,768,0.02,2009,Furnished,13,19,16,7,1,High,No,Yes,"Pool, Clubhouse, Playground, Garden",East,Broker,Under_Construction
190433,Haryana,Faridabad,Locality_86,Villa,2,3221,0.1,1995,Unfurnished,6,25,30,3,2,Medium,No,Yes,"Playground, Gym, Pool, Garden, Clubhouse",East,Builder,Under_Construction
104834,Kerala,Trivandrum,Locality_104,Independent House,4,3744,0.13,2003,Semi-furnished,11,11,22,4,7,Medium,No,Yes,"Garden, Gym, Playground, Clubhouse",East,Broker,Ready_to_Move
235720,Punjab,Amritsar,Locality_314,Villa,4,2658,0.04,2012,Unfurnished,25,16,13,7,9,High,Yes,Yes,"Gym, Clubhouse, Pool, Garden",West,Broker,Under_Construction
157253,Gujarat,Ahmedabad,Locality_266,Villa,5,2212,0.1,2002,Unfurnished,17,8,23,1,8,Low,Yes,No,"Playground, Garden",East,Builder,Under_Construction
112664,Chhattisgarh,Raipur,Locality_396,Villa,2,3936,0.05,2006,Semi-furnished,30,11,19,6,1,Medium,No,No,"Playground, Clubhouse",South,Builder,Ready_to_Move
106799,Chhattisgarh,Bilaspur,Locality_161,Villa,1,4851,0.08,1995,Semi-furnished,21,5,30,10,5,Low,No,No,Gym,East,Broker,Under_Construction
18564,Odisha,Cuttack,Locality_32,Independent House,4,3708,0.04,2002,Furnished,27,23,23,2,9,High,No,No,"Playground, Garden, Gym, Pool, Clubhouse",West,Owner,Ready_to_Move
50993,Andhra Pradesh,Vishakhapatnam,Locality_65,Villa,2,2004,0.15,2012,Unfurnished,24,5,13,5,5,Medium,No,No,"Clubhouse, Pool, Gym, Garden, Playground",West,Broker,Ready_to_Move
191417,Haryana,Gurgaon,Locality_484,Independent House,4,4916,0.06,2022,Semi-furnished,23,29,3,10,6,Low,No,Yes,"Pool, Clubhouse",East,Builder,Under_Construction
169129,Telangana,Warangal,Locality_393,Independent House,2,1141,0.27,2022,Unfurnished,11,11,3,3,6,High,Yes,No,"Playground, Garden, Pool",North,Broker,Ready_to_Move
13695,Gujarat,Ahmedabad,Locality_17,Independent House,3,2937,0.09,2006,Semi-furnished,21,6,19,9,8,Low,Yes,No,"Playground, Garden, Pool, Gym",South,Broker,Under_Construction
125879,Andhra Pradesh,Vishakhapatnam,Locality_183,Villa,3,2091,0.01,1999,Unfurnished,23,14,26,2,8,High,Yes,Yes,"Garden, Pool",South,Builder,Under_Construction
197500,Maharashtra,Pune,Locality_215,Villa,2,2945,0.08,2013,Unfurnished,26,15,12,5,3,Medium,No,Yes,"Playground, Garden",West,Owner,Under_Construction
242422,Uttar Pradesh,Noida,Locality_254,Independent House,2,557,0.59,2017,Furnished,24,20,8,8,1,High,Yes,Yes,"Pool, Playground, Garden",East,Owner,Ready_to_Move
173301,Uttarakhand,Haridwar,Locality_233,Independent House,2,1338,0.03,1997,Furnished,17,2,28,4,2,Medium,Yes,Yes,"Pool, Clubhouse, Playground, Gym",South,Builder,Under_Construction
127849,Andhra Pradesh,Vijayawada,Locality_460,Apartment,1,2691,0.07,2006,Semi-furnished,1,1,19,3,8,High,No,No,"Playground, Clubhouse, Gym",North,Broker,Under_Construction
92553,Bihar,Patna,Locality_285,Apartment,4,1805,0.27,2021,Furnished,3,29,4,3,8,Low,No,No,Pool,East,Owner,Under_Construction
46617,Haryana,Faridabad,Locality_429,Independent House,1,1607,0.22,2022,Unfurnished,20,1,3,6,10,Low,Yes,Yes,"Pool, Gym, Garden, Clubhouse",South,Broker,Under_Construction
228549,Rajasthan,Jodhpur,Locality_292,Villa,4,3572,0.07,2012,Semi-furnished,21,26,13,3,8,High,No,No,"Clubhouse, Playground, Gym, Garden",West,Owner,Ready_to_Move
197155,Andhra Pradesh,Vijayawada,Locality_453,Independent House,1,1980,0.15,2015,Semi-furnished,9,8,10,1,1,Low,No,No,Playground,North,Builder,Ready_to_Move
59550,Karnataka,Mangalore,Locality_445,Apartment,4,3448,0.11,1990,Unfurnished,13,3,35,6,8,Low,No,No,"Garden, Playground, Gym",East,Broker,Ready_to_Move
80343,West Bengal,Durgapur,Locality_456,Villa,5,2715,0.18,2019,Unfurnished,19,5,6,6,3,High,Yes,No,Garden,South,Owner,Under_Construction
70426,West Bengal,Kolkata,Locality_396,Apartment,1,1499,0.17,2011,Unfurnished,21,6,14,5,5,High,No,No,"Garden, Gym, Clubhouse",West,Broker,Ready_to_Move
72547,Andhra Pradesh,Vijayawada,Locality_7,Villa,4,3140,0.02,1993,Unfurnished,10,11,32,2,3,Medium,Yes,No,"Pool, Playground, Clubhouse, Gym, Garden",South,Owner,Under_Construction
100003,Uttar Pradesh,Lucknow,Locality_77,Villa,3,1633,0.25,1993,Unfurnished,9,12,32,7,2,Medium,No,Yes,"Garden, Clubhouse, Pool",North,Owner,Under_Construction
71488,Punjab,Amritsar,Locality_176,Villa,1,2706,0.16,1999,Semi-furnished,23,9,26,4,6,Medium,No,Yes,"Clubhouse, Pool, Garden, Gym, Playground",East,Broker,Ready_to_Move
129630,Rajasthan,Jodhpur,Locality_392,Independent House,1,3169,0.05,2017,Furnished,6,19,8,9,5,Medium,No,No,Gym,North,Broker,Under_Construction
2681,Gujarat,Ahmedabad,Locality_13,Villa,1,3078,0.13,2011,Unfurnished,21,13,14,5,6,High,Yes,No,"Garden, Pool",West,Builder,Ready_to_Move
34795,Assam,Guwahati,Locality_111,Apartment,5,3069,0.13,2014,Semi-furnished,20,17,11,10,8,High,Yes,No,"Clubhouse, Pool",South,Owner,Ready_to_Move
180857,Bihar,Gaya,Locality_361,Apartment,5,3391,0.13,2020,Semi-furnished,19,19,5,10,1,Medium,Yes,No,"Playground, Gym, Garden",North,Builder,Ready_to_Move
32250,Kerala,Trivandrum,Locality_429,Villa,4,4311,0.08,2023,Unfurnished,29,5,2,7,4,High,Yes,No,"Pool, Clubhouse",East,Broker,Under_Construction
88687,Uttar Pradesh,Noida,Locality_220,Villa,4,3688,0.03,2012,Unfurnished,21,12,13,2,7,Low,Yes,Yes,"Garden, Clubhouse",West,Builder,Ready_to_Move
31171,Jharkhand,Jamshedpur,Locality_461,Independent House,5,2813,0.18,1995,Unfurnished,15,21,30,3,6,Low,Yes,No,"Garden, Pool, Gym",North,Owner,Ready_to_Move
16701,Haryana,Gurgaon,Locality_204,Villa,1,1391,0.05,2014,Furnished,12,19,11,4,9,High,No,No,"Playground, Pool",South,Broker,Ready_to_Move
68332,Kerala,Kochi,Locality_467,Apartment,5,4962,0.1,2002,Semi-furnished,15,28,23,6,3,High,No,Yes,Clubhouse,East,Owner,Under_Construction
167806,Punjab,Amritsar,Locality_295,Independent House,3,2269,0.19,2015,Furnished,17,27,10,4,8,Medium,Yes,Yes,"Gym, Clubhouse, Garden",North,Builder,Ready_to_Move
70005,Tamil Nadu,Chennai,Locality_332,Apartment,3,4412,0.1,2009,Furnished,21,30,16,3,1,Low,No,Yes,"Gym, Pool, Playground",West,Broker,Under_Construction
51069,Chhattisgarh,Bilaspur,Locality_343,Villa,4,2694,0.18,2020,Semi-furnished,26,1,5,3,3,Medium,Yes,Yes,"Pool, Gym, Playground",West,Builder,Ready_to_Move
19954,Chhattisgarh,Bilaspur,Locality_218,Independent House,4,2815,0.05,1996,Unfurnished,5,18,29,1,3,High,Yes,No,"Gym, Pool",South,Broker,Ready_to_Move
156696,Telangana,Warangal,Locality_111,Villa,3,4593,0.07,2009,Semi-furnished,27,13,16,10,2,High,No,Yes,Gym,North,Broker,Ready_to_Move
53682,Punjab,Ludhiana,Locality_53,Villa,2,4200,0.02,2010,Semi-furnished,12,18,15,9,2,Low,Yes,No,"Clubhouse, Garden",South,Builder,Under_Construction
229840,Maharashtra,Mumbai,Locality_251,Independent House,2,3195,0.01,1995,Furnished,12,28,30,4,1,Medium,Yes,No,"Gym, Garden, Pool, Playground",South,Broker,Under_Construction
226452,Chhattisgarh,Raipur,Locality_222,Villa,5,1048,0.36,2014,Unfurnished,12,5,11,5,5,Medium,No,No,"Playground, Clubhouse, Garden, Gym",East,Broker,Ready_to_Move
221607,Telangana,Warangal,Locality_220,Apartment,2,3998,0.12,2005,Semi-furnished,1,16,20,2,9,Medium,No,No,Clubhouse,West,Owner,Under_Construction
134290,Madhya Pradesh,Indore,Locality_24,Independent House,5,3947,0.12,1997,Semi-furnished,5,1,28,4,8,Low,Yes,Yes,"Pool, Garden, Playground, Gym",North,Owner,Ready_to_Move
101252,Bihar,Patna,Locality_352,Apartment,2,3124,0.16,2017,Semi-furnished,2,5,8,8,3,Medium,Yes,No,"Playground, Garden, Gym, Pool",South,Owner,Under_Construction
225727,Punjab,Amritsar,Locality_333,Independent House,2,615,0.23,2004,Furnished,22,15,21,5,5,Low,Yes,Yes,"Playground, Gym, Pool",North,Builder,Ready_to_Move
57259,Odisha,Bhubaneswar,Locality_114,Apartment,5,4920,0.0,2013,Semi-furnished,3,11,12,5,9,Low,No,No,"Gym, Garden",East,Broker,Ready_to_Move
91446,Bihar,Patna,Locality_258,Villa,1,1682,0.17,1995,Furnished,2,20,30,9,8,High,Yes,Yes,Playground,East,Owner,Ready_to_Move
177960,Madhya Pradesh,Indore,Locality_317,Independent House,5,1016,0.35,2009,Semi-furnished,29,6,16,6,10,Low,Yes,Yes,"Pool, Garden, Clubhouse, Playground",North,Broker,Under_Construction
122213,Tamil Nadu,Coimbatore,Locality_454,Villa,2,4728,0.03,2008,Furnished,6,24,17,4,2,High,Yes,Yes,"Clubhouse, Garden",West,Builder,Ready_to_Move
14152,Madhya Pradesh,Bhopal,Locality_402,Villa,5,4713,0.03,2015,Furnished,8,3,10,2,10,Low,No,No,Pool,North,Owner,Under_Construction
139722,Karnataka,Mysore,Locality_128,Villa,5,948,0.21,2006,Semi-furnished,9,2,19,10,3,High,Yes,Yes,"Pool, Garden",West,Builder,Ready_to_Move
158093,Jharkhand,Ranchi,Locality_14,Independent House,4,3302,0.08,2021,Unfurnished,13,2,4,4,5,Low,Yes,No,"Pool, Clubhouse",North,Builder,Under_Construction
139470,Andhra Pradesh,Vijayawada,Locality_372,Apartment,3,712,0.49,2017,Furnished,9,28,8,2,10,Medium,No,Yes,"Playground, Garden, Gym",East,Broker,Ready_to_Move
33644,Odisha,Cuttack,Locality_38,Independent House,4,1336,0.12,1991,Furnished,7,27,34,9,10,Low,Yes,No,"Playground, Clubhouse, Garden, Pool",South,Builder,Under_Construction
146061,Telangana,Hyderabad,Locality_254,Independent House,2,4598,0.02,1997,Unfurnished,11,22,28,5,6,Low,No,No,"Playground, Pool, Clubhouse, Garden, Gym",South,Builder,Under_Construction
108222,Odisha,Bhubaneswar,Locality_23,Apartment,2,3583,0.12,2014,Unfurnished,17,21,11,8,8,High,Yes,No,Gym,West,Broker,Ready_to_Move
9490,Haryana,Faridabad,Locality_210,Independent House,4,950,0.27,1996,Unfurnished,24,11,29,7,5,Medium,Yes,Yes,Playground,West,Owner,Under_Construction
49462,Kerala,Kochi,Locality_68,Apartment,4,2381,0.12,2000,Unfurnished,25,26,25,10,10,High,Yes,No,"Playground, Clubhouse, Gym, Garden, Pool",West,Owner,Under_Construction
236327,Delhi,New Delhi,Locality_12,Independent House,2,2132,0.2,1996,Furnished,19,19,29,4,5,Low,Yes,No,"Playground, Garden, Clubhouse, Pool",West,Owner,Under_Construction
213500,Uttarakhand,Haridwar,Locality_290,Apartment,3,4738,0.06,2015,Unfurnished,11,11,10,8,5,Medium,No,Yes,Garden,West,Owner,Ready_to_Move
93934,Telangana,Hyderabad,Locality_71,Apartment,2,4569,0.03,2014,Furnished,3,21,11,2,6,High,No,No,"Garden, Pool, Playground, Gym",West,Owner,Ready_to_Move
243271,Assam,Silchar,Locality_422,Independent House,4,908,0.2,2022,Unfurnished,27,7,3,5,3,Low,No,No,"Garden, Clubhouse, Gym, Pool, Playground",South,Builder,Under_Construction
142041,Uttarakhand,Dehradun,Locality_398,Villa,2,1518,0.24,2003,Semi-furnished,8,2,22,5,3,Medium,Yes,Yes,Garden,East,Owner,Ready_to_Move
127081,Bihar,Gaya,Locality_462,Apartment,2,3765,0.05,2014,Semi-furnished,20,13,11,7,8,High,Yes,No,"Playground, Garden, Clubhouse, Gym, Pool",East,Builder,Under_Construction
63009,Telangana,Hyderabad,Locality_112,Independent House,4,1205,0.29,2000,Semi-furnished,26,13,25,10,3,Low,Yes,Yes,"Playground, Clubhouse, Gym",South,Builder,Under_Construction
98106,Andhra Pradesh,Vishakhapatnam,Locality_483,Apartment,3,2285,0.04,1994,Semi-furnished,7,21,31,10,10,Medium,No,No,Gym,West,Broker,Ready_to_Move
208048,Punjab,Amritsar,Locality_302,Apartment,2,1843,0.06,1997,Unfurnished,10,3,28,7,1,Low,Yes,No,Garden,North,Owner,Ready_to_Move
8422,Uttar Pradesh,Noida,Locality_222,Apartment,5,758,0.22,2015,Furnished,30,17,10,1,5,High,Yes,Yes,Gym,North,Builder,Ready_to_Move
152115,Odisha,Cuttack,Locality_181,Villa,4,575,0.03,2022,Furnished,13,16,3,3,1,Low,No,Yes,"Playground, Clubhouse",East,Builder,Under_Construction
80414,Maharashtra,Pune,Locality_280,Independent House,1,2156,0.01,2019,Semi-furnished,20,17,6,7,1,Low,Yes,Yes,"Garden, Pool, Clubhouse",East,Broker,Ready_to_Move
22067,Telangana,Hyderabad,Locality_4,Independent House,4,3657,0.13,2013,Furnished,29,11,12,6,5,Medium,No,Yes,"Playground, Gym, Garden, Pool",South,Owner,Under_Construction
18420,Uttarakhand,Haridwar,Locality_366,Independent House,3,4868,0.02,2003,Furnished,23,26,22,3,10,High,No,No,Pool,North,Builder,Under_Construction
133289,Chhattisgarh,Bilaspur,Locality_151,Villa,3,785,0.18,2009,Semi-furnished,21,21,16,4,3,Medium,No,Yes,"Garden, Playground, Gym, Clubhouse",West,Owner,Under_Construction
74353,Kerala,Kochi,Locality_368,Apartment,2,1027,0.2,2021,Semi-furnished,26,4,4,9,6,High,No,No,"Gym, Clubhouse",West,Broker,Ready_to_Move
29775,Gujarat,Ahmedabad,Locality_395,Villa,3,3691,0.07,2009,Semi-furnished,14,11,16,1,4,Low,No,Yes,"Clubhouse, Pool",North,Owner,Under_Construction
130107,Odisha,Bhubaneswar,Locality_310,Apartment,1,3415,0.09,2001,Unfurnished,4,26,24,5,5,Low,Yes,Yes,"Pool, Garden, Playground, Clubhouse, Gym",North,Owner,Under_Construction
174307,Karnataka,Mangalore,Locality_296,Villa,1,1749,0.24,2015,Unfurnished,25,27,10,7,5,High,No,Yes,"Gym, Clubhouse",East,Broker,Ready_to_Move
181960,Andhra Pradesh,Vishakhapatnam,Locality_239,Apartment,4,2862,0.08,2004,Unfurnished,2,14,21,10,6,Medium,Yes,No,"Playground, Gym, Clubhouse",South,Builder,Under_Construction
8840,Uttar Pradesh,Noida,Locality_93,Villa,4,4574,0.07,2020,Unfurnished,18,20,5,9,7,Medium,No,Yes,"Garden, Playground, Gym, Pool, Clubhouse",South,Builder,Ready_to_Move
188197,West Bengal,Kolkata,Locality_284,Independent House,5,2217,0.01,2004,Unfurnished,27,14,21,7,3,Low,No,No,"Gym, Playground",West,Owner,Under_Construction
179897,Delhi,New Delhi,Locality_76,Villa,5,1732,0.19,2016,Unfurnished,1,26,9,10,9,Medium,No,No,Pool,East,Owner,Ready_to_Move
216902,Uttarakhand,Haridwar,Locality_468,Apartment,5,2739,0.04,1995,Semi-furnished,24,10,30,1,6,Low,Yes,Yes,"Gym, Clubhouse, Garden, Pool, Playground",West,Broker,Under_Construction
170436,Rajasthan,Jodhpur,Locality_340,Villa,4,1548,0.04,1999,Semi-furnished,29,28,26,9,10,High,Yes,No,"Gym, Garden",North,Builder,Ready_to_Move
131447,Chhattisgarh,Raipur,Locality_459,Independent House,1,710,0.16,1994,Unfurnished,16,18,31,7,1,High,No,No,"Gym, Garden, Playground, Clubhouse",West,Builder,Ready_to_Move
109456,Uttar Pradesh,Noida,Locality_327,Independent House,4,4280,0.11,1991,Furnished,8,30,34,7,7,High,Yes,Yes,Gym,North,Owner,Under_Construction
221715,Assam,Guwahati,Locality_243,Independent House,3,3712,0.11,1999,Furnished,15,8,26,9,8,Medium,Yes,Yes,"Clubhouse, Garden",East,Builder,Ready_to_Move
31890,Haryana,Gurgaon,Locality_337,Independent House,5,3221,0.13,2011,Semi-furnished,27,3,14,10,5,Medium,Yes,Yes,"Garden, Pool, Clubhouse, Gym",East,Owner,Ready_to_Move
239718,Delhi,New Delhi,Locality_198,Independent House,3,1031,0.09,1990,Furnished,7,17,35,4,5,High,No,No,"Pool, Playground, Gym, Garden, Clubhouse",North,Builder,Under_Construction
216883,Bihar,Gaya,Locality_77,Independent House,4,4966,0.05,2014,Unfurnished,22,5,11,6,3,Medium,No,No,"Garden, Playground, Clubhouse",North,Builder,Under_Construction
22101,Delhi,Dwarka,Locality_128,Independent House,4,923,0.47,1998,Unfurnished,24,25,27,5,2,Medium,No,Yes,Garden,West,Broker,Ready_to_Move
117925,Uttarakhand,Dehradun,Locality_273,Independent House,4,4623,0.09,1994,Unfurnished,10,6,31,3,2,Low,Yes,Yes,Gym,South,Builder,Ready_to_Move
90938,Madhya Pradesh,Indore,Locality_432,Independent House,5,3869,0.13,2000,Semi-furnished,23,19,25,2,2,High,No,No,"Clubhouse, Playground, Garden, Pool",South,Owner,Under_Construction
198484,Delhi,Dwarka,Locality_39,Villa,5,1869,0.1,2006,Unfurnished,4,26,19,1,10,High,No,Yes,Gym,East,Owner,Ready_to_Move
44428,Gujarat,Surat,Locality_234,Villa,4,1833,0.05,1992,Unfurnished,0,4,33,4,10,High,No,No,"Pool, Gym, Clubhouse",East,Owner,Under_Construction
13956,Assam,Guwahati,Locality_12,Apartment,5,2663,0.11,1993,Unfurnished,7,12,32,1,1,High,No,No,"Pool, Playground, Garden, Clubhouse",East,Builder,Ready_to_Move
